definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
he's confronted with it,IIIc1,loose,full,True,True,True,True,True
he's confronted with it,IIIc1*,strict,ending,False,False,False,False,False
he's confronted with it,IIIc1*,loose,ending,False,False,False,False,False
he's confronted with it,IIIc2,strict,ending,False,False,False,False,True
he's confronted with it,IIIc2,loose,ending,False,False,False,False,True
he's beating him at a game,Ia,strict,ending,False,False,False,True,True
he's beating him at a game,Ia,loose,ending,False,False,False,True,True
he's beating him at a game,IIIc1,strict,reconstructs,True,True,True,True,True
he's beating him at a game,IIIc1,loose,full,True,True,True,True,True
he's beating him at a game,IIIc1*,strict,ending,False,False,False,False,False
he's beating him at a game,IIIc1*,loose,ending,False,False,False,False,False
he's beating him at a game,IIIc2,strict,ending,False,False,False,False,True
he's beating him at a game,IIIc2,loose,ending,False,False,False,False,True
he's becoming enraged,Ia,strict,ending,False,False,False,True,True
he's becoming enraged,Ia,loose,ending,False,False,False,True,True
he's becoming enraged,IIIc1,strict,reconstructs,True,True,True,True,True
he's becoming enraged,IIIc1,loose,full,True,True,True,True,True
he's becoming enraged,IIIc1*,strict,ending,False,False,False,False,False
he's becoming enraged,IIIc1*,loose,ending,False,False,False,False,False
he's becoming enraged,IIIc2,strict,ending,False,False,False,False,True
he's becoming enraged,IIIc2,loose,ending,False,False,False,False,True
it's getting warm,Ia,strict,ending,False,False,False,True,True
it's getting warm,Ia,loose,ending,False,False,False,True,True
it's getting warm,Ia*,strict,ending,False,False,False,True,False
it's getting warm,Ia*,loose,ending,False,False,False,True,False
it's getting warm,Ib,strict,ending,False,True,False,True,False
it's getting warm,Ib,loose,ending,False,True,False,True,False
it's getting warm,Ic,strict,ending,False,False,False,True,False
it's getting warm,Ic,loose,ending,False,False,False,True,False
it's getting warm,Ic*,strict,ending,False,False,False,True,False
it's getting warm,Ic*,loose,ending,False,False,False,True,False
it's getting warm,Id,strict,ending,False,False,False,True,False
it's getting warm,Id,loose,ending,False,False,False,True,False
it's getting warm,IIa,loose,ending,False,False,False,True,False
it's getting warm,IIb,loose,ending,False,False,False,True,False
it's getting warm,IIIc1,strict,reconstructs,True,True,True,True,True
it's getting warm,IIIc1,loose,full,True,True,True,True,True
it's getting warm,IIIc1*,strict,ending,False,False,False,True,False
it's getting warm,IIIc1*,loose,ending,False,False,False,True,False
it's getting warm,IIIc2,strict,ending,False,False,False,True,True
it's getting warm,IIIc2,loose,ending,False,False,False,True,True
it's getting warm,IIId*,strict,full,True,True,True,True,True
it's getting warm,IIId*,loose,full,True,True,True,True,True
1. he's becoming warm  2. he's warming himself,Ia,strict,ending,False,False,False,True,True
1. he's becoming warm  2. he's warming himself,Ia,loose,ending,False,False,False,True,True
1. he's becoming warm  2. he's warming himself,IIIc1,strict,reconstructs,True,True,True,True,True
1. he's becoming warm  2. he's warming himself,IIIc1,loose,full,True,True,True,True,True
1. he's becoming warm  2. he's warming himself,IIIc1*,strict,ending,False,False,False,False,False
1. he's becoming warm  2. he's warming himself,IIIc1*,loose,ending,False,False,False,False,False
1. he's becoming warm  2. he's warming himself,IIIc2,strict,ending,False,False,False,False,True
1. he's becoming warm  2. he's warming himself,IIIc2,loose,ending,False,False,False,False,True
it's melting,Ia,strict,ending,False,False,False,True,True
it's melting,Ia,loose,ending,False,False,False,True,True
it's melting,IIIc1,strict,reconstructs,True,True,True,True,True
it's melting,IIIc1,loose,full,True,True,True,True,True
it's melting,IIIc1*,strict,ending,False,False,False,False,False
it's melting,IIIc1*,loose,ending,False,False,False,False,False
it's melting,IIIc2,strict,ending,False,False,False,False,True
it's melting,IIIc2,loose,ending,False,False,False,False,True
"he's dying, (human)",Ia,strict,ending,False,False,False,True,True
"he's dying, (human)",Ia,loose,ending,False,False,False,True,True
"he's dying, (human)",IIIc1,strict,reconstructs,True,True,True,True,True
"he's dying, (human)",IIIc1,loose,full,True,True,True,True,True
"he's dying, (human)",IIIc1*,strict,ending,False,False,False,False,False
"he's dying, (human)",IIIc1*,loose,ending,False,False,False,False,False
"he's dying, (human)",IIIc2,strict,ending,False,False,False,False,True
"he's dying, (human)",IIIc2,loose,ending,False,False,False,False,True
he's ascending an incline,Ia,strict,ending,False,False,False,True,True
he's ascending an incline,Ia,loose,ending,False,False,False,True,True
he's ascending an incline,IIIc1,strict,full,True,True,True,True,True
he's ascending an incline,IIIc1,loose,full,True,True,True,True,True
he's ascending an incline,IIIc1*,strict,ending,False,False,False,False,False
he's ascending an incline,IIIc1*,loose,ending,False,False,False,False,False
he's ascending an incline,IIIc2,strict,ending,False,False,False,False,True
he's ascending an incline,IIIc2,loose,ending,False,False,False,False,True
it's shattering,Ib,strict,ending,False,False,False,True,True
it's shattering,Ib,loose,ending,False,False,False,True,True
it's shattering,Ic,strict,ending,False,True,False,True,True
it's shattering,Ic,loose,ending,False,True,False,True,True
it's shattering,Id,strict,ending,False,False,False,True,True
it's shattering,Id,loose,ending,False,False,False,True,True
it's shattering,IIa,loose,ending,False,False,False,True,True
it's shattering,IIb,loose,ending,False,False,False,True,True
it's shattering,IIIa1,strict,reconstructs,True,True,True,True,True
it's shattering,IIIa1,loose,full,True,True,True,True,True
it's shattering,IIIa1*,strict,ending,True,True,False,True,True
it's shattering,IIIa1*,loose,full,True,True,True,True,True
it's shattering,IIIa2,strict,ending,False,False,True,True,True
it's shattering,IIIa2,loose,ending,False,False,True,True,True
it's shattering,IIIa3,strict,ending,False,False,False,True,True
it's shattering,IIIa3,loose,ending,False,False,False,True,True
it's shattering,IIIb,strict,ending,False,False,False,True,True
it's shattering,IIIb,loose,ending,False,False,False,True,True
he's acting like him,Id,strict,ending,False,False,False,True,False
he's acting like him,Id,loose,ending,False,False,False,True,False
he's acting like him,IIa,loose,ending,False,False,False,False,False
it's blooming,Id,strict,ending,False,False,False,True,False
it's blooming,Id,loose,ending,False,False,False,True,False
it's blooming,IIa,loose,ending,False,False,False,True,False
it's blooming,IIb,loose,ending,False,False,False,True,False
it's blooming,IIIa1,strict,full,True,True,True,True,True
it's blooming,IIIa1,loose,full,True,True,True,True,True
it's blooming,IIIa1*,strict,ending,True,True,False,True,False
it's blooming,IIIa1*,loose,ending,True,True,True,True,False
it's blooming,IIIa2,loose,ending,False,False,True,True,False
it's blooming,IIIb,strict,ending,False,False,False,True,True
it's blooming,IIIb,loose,ending,False,False,False,True,True
he's making it,Id,strict,ending,False,False,False,True,False
he's making it,Id,loose,ending,False,False,False,True,False
he's making it,IIa,loose,ending,False,False,False,False,False
"he's sleepy, he's going to sleep",Id,strict,ending,False,False,False,True,False
"he's sleepy, he's going to sleep",Id,loose,ending,False,False,False,True,False
"he's sleepy, he's going to sleep",IIa,loose,ending,False,False,False,False,False
he's dressing up,Id,strict,ending,False,False,False,True,False
he's dressing up,Id,loose,ending,False,False,False,True,False
he's dressing up,IIa,loose,ending,False,False,False,False,False
"he's wrapping him, it",Id,strict,ending,False,False,False,True,False
"he's wrapping him, it",Id,loose,ending,False,False,False,True,False
"he's wrapping him, it",IIa,loose,ending,False,False,False,False,False
"he's wounding him, it",Ic,strict,ending,False,True,False,True,True
"he's wounding him, it",Ic,loose,ending,False,True,False,True,True
"he's wounding him, it",Id,strict,ending,False,False,False,True,False
"he's wounding him, it",Id,loose,ending,False,False,False,True,False
"he's wounding him, it",IIa,loose,ending,False,False,False,False,False
he's burning,Ia,strict,ending,False,False,False,True,True
he's burning,Ia,loose,ending,False,False,False,True,True
he's burning,IIIc1,strict,ending,False,False,False,False,False
he's burning,IIIc1,loose,ending,False,False,False,False,False
he's burning,IIIc1*,strict,reconstructs,True,True,True,True,True
he's burning,IIIc1*,loose,full,True,True,True,True,True
he's burning,IIIc2,strict,ending,False,False,False,False,True
he's burning,IIIc2,loose,ending,False,False,False,False,True
he's sewing it,Ia,strict,ending,False,False,False,False,False
he's sewing it,Ia,loose,ending,False,False,False,False,False
he's sewing it,Id,strict,ending,False,False,False,True,False
he's sewing it,Id,loose,ending,False,False,False,True,False
he's sewing it,IIa,loose,ending,False,False,False,False,False
he's sewing it,IIId*,strict,reconstructs,True,True,True,True,True
he's sewing it,IIId*,loose,full,True,True,True,True,True
he's getting off,Ia,strict,ending,False,False,False,True,True
he's getting off,Ia,loose,ending,False,False,False,True,True
he's getting off,IIIc1,strict,ending,False,False,False,True,True
he's getting off,IIIc1,loose,ending,False,False,False,True,True
he's getting off,IIIc1*,strict,ending,False,False,False,False,False
he's getting off,IIIc1*,loose,ending,False,False,False,False,False
he's getting off,IIIc2,strict,ending,False,False,False,False,True
he's getting off,IIIc2,loose,ending,False,False,False,False,True
he's drinking it,Id,strict,ending,False,False,False,True,False
he's drinking it,Id,loose,ending,False,False,False,True,False
he's drinking it,IIa,loose,ending,False,False,False,False,False
"he's catching up with him, it",Id,strict,ending,False,False,False,True,False
"he's catching up with him, it",Id,loose,ending,False,False,False,True,False
"he's catching up with him, it",IIa,loose,ending,False,False,False,False,False
it's barking,Ia,strict,ending,False,True,True,False,True
it's barking,Ia,loose,ending,False,True,True,False,True
it's barking,Id,strict,ending,False,False,False,True,False
it's barking,Id,loose,ending,False,False,False,True,False
it's barking,IIa,loose,ending,False,False,False,False,False
it's barking,IIId*,strict,full,True,True,True,True,True
it's barking,IIId*,loose,full,True,True,True,True,True
he's painting it,Ia,strict,ending,False,True,True,False,True
he's painting it,Ia,loose,ending,False,True,True,False,True
he's painting it,Id,strict,ending,False,False,False,True,False
he's painting it,Id,loose,ending,False,False,False,True,False
he's painting it,IIa,loose,ending,False,False,False,False,False
he's painting it,IIId*,strict,full,True,True,True,True,True
he's painting it,IIId*,loose,full,True,True,True,True,True
it (a flexible object) is falling from a hanging position,Ia,strict,ending,False,False,False,True,True
it (a flexible object) is falling from a hanging position,Ia,loose,ending,False,False,False,True,True
it (a flexible object) is falling from a hanging position,IIIc1,strict,reconstructs,True,True,True,True,True
it (a flexible object) is falling from a hanging position,IIIc1,loose,full,True,True,True,True,True
it (a flexible object) is falling from a hanging position,IIIc1*,strict,ending,False,False,False,False,False
it (a flexible object) is falling from a hanging position,IIIc1*,loose,ending,False,False,False,False,False
it (a flexible object) is falling from a hanging position,IIIc2,strict,ending,False,False,False,False,True
it (a flexible object) is falling from a hanging position,IIIc2,loose,ending,False,False,False,False,True
he's frolicking,Id,strict,ending,False,False,False,True,False
he's frolicking,Id,loose,ending,False,False,False,True,False
he's frolicking,IIa,loose,ending,False,False,False,False,False
he's frolicking,IIIa1,strict,ending,False,False,True,True,True
he's frolicking,IIIa1,loose,ending,False,False,True,True,True
he's frolicking,IIIa1*,strict,ending,False,False,False,True,False
he's frolicking,IIIa1*,loose,ending,False,False,False,True,False
